"Step","stairs_pose_net_mobv3s - epoch/test_loss","stairs_pose_net_mobv3s - epoch/test_loss__MIN","stairs_pose_net_mobv3s - epoch/test_loss__MAX","pumpkin_pose_net_mobv3s - epoch/test_loss","pumpkin_pose_net_mobv3s - epoch/test_loss__MIN","pumpkin_pose_net_mobv3s - epoch/test_loss__MAX","office_pose_net_mobv3s - epoch/test_loss","office_pose_net_mobv3s - epoch/test_loss__MIN","office_pose_net_mobv3s - epoch/test_loss__MAX","heads_pose_net_mobv3s - epoch/test_loss","heads_pose_net_mobv3s - epoch/test_loss__MIN","heads_pose_net_mobv3s - epoch/test_loss__MAX","fire_pose_net_mobv3s - epoch/test_loss","fire_pose_net_mobv3s - epoch/test_loss__MIN","fire_pose_net_mobv3s - epoch/test_loss__MAX","chess_pose_net_mobv3s - epoch/test_loss","chess_pose_net_mobv3s - epoch/test_loss__MIN","chess_pose_net_mobv3s - epoch/test_loss__MAX"
"88","4.4646104127168655","4.4646104127168655","4.4646104127168655","8.107460863888264","8.107460863888264","8.107460863888264","15.230338960886002","15.230338960886002","15.230338960886002","6.362838685512543","6.362838685512543","6.362838685512543","12.799578100442886","12.799578100442886","12.799578100442886","7.734924830496311","7.734924830496311","7.734924830496311"
"89","4.4620669931173325","4.4620669931173325","4.4620669931173325","8.112780071794987","8.112780071794987","8.112780071794987","15.179936595261097","15.179936595261097","15.179936595261097","6.360906004905701","6.360906004905701","6.360906004905701","12.777502939105034","12.777502939105034","12.777502939105034","7.728274755179882","7.728274755179882","7.728274755179882"
"90","4.459258064627647","4.459258064627647","4.459258064627647","8.120348319411278","8.120348319411278","8.120348319411278","15.130863212049007","15.130863212049007","15.130863212049007","6.358779847621918","6.358779847621918","6.358779847621918","12.75513169169426","12.75513169169426","12.75513169169426","7.721632167696953","7.721632167696953","7.721632167696953"
"91","4.455749571323395","4.455749571323395","4.455749571323395","8.128268107771873","8.128268107771873","8.128268107771873","15.08847527205944","15.08847527205944","15.08847527205944","6.356277197599411","6.356277197599411","6.356277197599411","12.73261982947588","12.73261982947588","12.73261982947588","7.715093836188316","7.715093836188316","7.715093836188316"
"92","4.4521607756614685","4.4521607756614685","4.4521607756614685","8.136054202914238","8.136054202914238","8.136054202914238","15.056386403739452","15.056386403739452","15.056386403739452","6.353757858276367","6.353757858276367","6.353757858276367","12.710614256560802","12.710614256560802","12.710614256560802","7.7080859541893005","7.7080859541893005","7.7080859541893005"
"93","4.448808029294014","4.448808029294014","4.448808029294014","8.143602669239044","8.143602669239044","8.143602669239044","15.022905327379704","15.022905327379704","15.022905327379704","6.351414978504181","6.351414978504181","6.351414978504181","12.688395150005817","12.688395150005817","12.688395150005817","7.701087951660156","7.701087951660156","7.701087951660156"
"94","4.446827068924904","4.446827068924904","4.446827068924904","8.151808150112629","8.151808150112629","8.151808150112629","14.996803231537342","14.996803231537342","14.996803231537342","6.349257230758667","6.349257230758667","6.349257230758667","12.666327856481075","12.666327856481075","12.666327856481075","7.694338738918304","7.694338738918304","7.694338738918304"
"95","4.444219022989273","4.444219022989273","4.444219022989273","8.157457992434502","8.157457992434502","8.157457992434502","14.977611720561981","14.977611720561981","14.977611720561981","6.346947550773621","6.346947550773621","6.346947550773621","12.645376853644848","12.645376853644848","12.645376853644848","7.687631778419018","7.687631778419018","7.687631778419018"
"96","4.441765561699867","4.441765561699867","4.441765561699867","8.163751624524593","8.163751624524593","8.163751624524593","14.961273036897182","14.961273036897182","14.961273036897182","6.34472581744194","6.34472581744194","6.34472581744194","12.623664200305939","12.623664200305939","12.623664200305939","7.680761702358723","7.680761702358723","7.680761702358723"
"97","4.4384575933218","4.4384575933218","4.4384575933218","8.169601745903492","8.169601745903492","8.169601745903492","14.939454860985279","14.939454860985279","14.939454860985279","6.3423961997032166","6.3423961997032166","6.3423961997032166","12.601960606873035","12.601960606873035","12.601960606873035","7.673804730176926","7.673804730176926","7.673804730176926"
"98","4.4341400265693665","4.4341400265693665","4.4341400265693665","8.175732716917992","8.175732716917992","8.175732716917992","14.921261593699455","14.921261593699455","14.921261593699455","6.340255707502365","6.340255707502365","6.340255707502365","12.580656372010708","12.580656372010708","12.580656372010708","7.666776224970818","7.666776224970818","7.666776224970818"
"99","4.4309884905815125","4.4309884905815125","4.4309884905815125","8.18284086883068","8.18284086883068","8.18284086883068","14.90477642416954","14.90477642416954","14.90477642416954","6.337875992059708","6.337875992059708","6.337875992059708","12.559285499155521","12.559285499155521","12.559285499155521","7.659703083336353","7.659703083336353","7.659703083336353"
"100","4.4283309280872345","4.4283309280872345","4.4283309280872345","8.190651468932629","8.190651468932629","8.190651468932629","14.892482906579971","14.892482906579971","14.892482906579971","6.335545510053635","6.335545510053635","6.335545510053635","12.537582330405712","12.537582330405712","12.537582330405712","7.652579620480537","7.652579620480537","7.652579620480537"
